locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCDAKLAD_02957	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
BCDAKLAD_02958	gene	639	yfcF			
BCDAKLAD_02958	CDS	639	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
BCDAKLAD_02959	gene	630	yfcG			
BCDAKLAD_02959	CDS	630	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BCDAKLAD_02960	gene	363	folX			
BCDAKLAD_02960	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
BCDAKLAD_02961	gene	894				
BCDAKLAD_02961	CDS	894				Epimerase family protein
BCDAKLAD_02962	gene	528				
BCDAKLAD_02962	CDS	528				hypothetical protein
BCDAKLAD_02963	gene	774	hisP			
BCDAKLAD_02963	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
BCDAKLAD_02964	gene	717	hisM			
BCDAKLAD_02964	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
BCDAKLAD_02965	gene	687	hisQ_2			
BCDAKLAD_02965	CDS	687	hisQ_2		COG4215	Histidine transport system permease protein HisQ
BCDAKLAD_02966	gene	783	hisJ_2			
BCDAKLAD_02966	CDS	783	hisJ_2		COG0834	Histidine-binding periplasmic protein
BCDAKLAD_02967	gene	783	argT			
BCDAKLAD_02967	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
BCDAKLAD_02968	gene	570	ubiX			
BCDAKLAD_02968	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
BCDAKLAD_02969	gene	1518	purF			
BCDAKLAD_02969	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BCDAKLAD_02970	gene	489	cvpA			
BCDAKLAD_02970	CDS	489	cvpA		COG1286	Colicin V production protein
BCDAKLAD_02971	gene	690	dedD			
BCDAKLAD_02971	CDS	690	dedD			Cell division protein DedD
BCDAKLAD_02972	gene	1269	folC			
BCDAKLAD_02972	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
BCDAKLAD_02973	gene	984	accD			
BCDAKLAD_02973	CDS	984	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
BCDAKLAD_02974	gene	660	dedA			
BCDAKLAD_02974	CDS	660	dedA		COG0586	Protein DedA
BCDAKLAD_02975	gene	813	truA			
BCDAKLAD_02975	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
BCDAKLAD_02976	gene	1014	usg			
BCDAKLAD_02976	CDS	1014	usg		COG0136	USG-1 protein
BCDAKLAD_02977	gene	1137	pdxB			
BCDAKLAD_02977	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
BCDAKLAD_02978	gene	978	flk			
BCDAKLAD_02978	CDS	978	flk			Flagellar regulator flk
BCDAKLAD_02979	gene	1176	yfcJ_1			
BCDAKLAD_02979	CDS	1176	yfcJ_1			putative MFS-type transporter YfcJ
BCDAKLAD_02980	gene	1221	fabB			
BCDAKLAD_02980	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
BCDAKLAD_02981	gene	1989	mnmC_1			
BCDAKLAD_02981	CDS	1989	mnmC_1		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
BCDAKLAD_02982	gene	282				
BCDAKLAD_02982	CDS	282				hypothetical protein
BCDAKLAD_02983	gene	549	epmC			
BCDAKLAD_02983	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
BCDAKLAD_02984	gene	810	yfcA			
BCDAKLAD_02984	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
BCDAKLAD_02985	gene	825	mepA			
BCDAKLAD_02985	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
BCDAKLAD_02986	gene	1086	aroC			
BCDAKLAD_02986	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
BCDAKLAD_02987	gene	933	prmB			
BCDAKLAD_02987	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
BCDAKLAD_02988	gene	552	mutS2			
BCDAKLAD_02988	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
BCDAKLAD_02989	gene	387	sixA			
BCDAKLAD_02989	CDS	387	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
BCDAKLAD_02990	gene	2145	fadJ			
BCDAKLAD_02990	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
BCDAKLAD_02991	gene	1311	fadI			
BCDAKLAD_02991	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
BCDAKLAD_02992	gene	285				
BCDAKLAD_02992	CDS	285				hypothetical protein
BCDAKLAD_02993	gene	1323	fadL			
BCDAKLAD_02993	CDS	1323	fadL		COG2067	Long-chain fatty acid transport protein
BCDAKLAD_02994	gene	762	mlaA			
BCDAKLAD_02994	CDS	762	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
BCDAKLAD_02995	gene	930	yfdC			
BCDAKLAD_02995	CDS	930	yfdC		COG2116	Inner membrane protein YfdC
BCDAKLAD_02996	gene	75				
BCDAKLAD_02996	tRNA	75				tRNA-Arg(cct)
BCDAKLAD_02997	gene	483				
BCDAKLAD_02997	CDS	483				hypothetical protein
BCDAKLAD_02998	gene	882				
BCDAKLAD_02998	CDS	882				hypothetical protein
BCDAKLAD_02999	gene	909	cynR_3			
BCDAKLAD_02999	CDS	909	cynR_3			HTH-type transcriptional regulator CynR
BCDAKLAD_03000	gene	459	guaD_2			
BCDAKLAD_03000	CDS	459	guaD_2	3.5.4.3	COG0590	Guanine deaminase
BCDAKLAD_03001	gene	1197	yycB			
BCDAKLAD_03001	CDS	1197	yycB		COG2807	putative transporter YycB
BCDAKLAD_03002	gene	1215	alaC			
BCDAKLAD_03002	CDS	1215	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
BCDAKLAD_03003	gene	1698	ypdA			
BCDAKLAD_03003	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
BCDAKLAD_03004	gene	738	ypdB			
BCDAKLAD_03004	CDS	738	ypdB		COG3279	Transcriptional regulatory protein YpdB
BCDAKLAD_03005	gene	966	glk			
BCDAKLAD_03005	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
BCDAKLAD_03006	gene	1236	yfeO			
BCDAKLAD_03006	CDS	1236	yfeO			Putative ion-transport protein YfeO
BCDAKLAD_03007	gene	1662	ipdC			
BCDAKLAD_03007	CDS	1662	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
BCDAKLAD_03008	gene	993	gpr			
BCDAKLAD_03008	CDS	993	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
BCDAKLAD_03009	gene	360				
BCDAKLAD_03009	CDS	360				hypothetical protein
BCDAKLAD_03010	gene	1242	mntH			
BCDAKLAD_03010	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
BCDAKLAD_03011	gene	1203	nupC_2			
BCDAKLAD_03011	CDS	1203	nupC_2		COG1972	Nucleoside permease NupC
BCDAKLAD_03012	gene	1818	pdeA_1			
BCDAKLAD_03012	CDS	1818	pdeA_1	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
BCDAKLAD_03013	gene	333	pdeA_2			
BCDAKLAD_03013	CDS	333	pdeA_2	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
BCDAKLAD_03014	gene	76				
BCDAKLAD_03014	tRNA	76				tRNA-Ala(tgc)
BCDAKLAD_03015	gene	76				
BCDAKLAD_03015	tRNA	76				tRNA-Ala(ggc)
BCDAKLAD_03016	gene	354				
BCDAKLAD_03016	CDS	354				hypothetical protein
BCDAKLAD_03017	gene	393				
BCDAKLAD_03017	CDS	393				hypothetical protein
BCDAKLAD_03018	gene	1419	gltX			
BCDAKLAD_03018	CDS	1419	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
BCDAKLAD_03019	gene	76				
BCDAKLAD_03019	tRNA	76				tRNA-Val(tac)
BCDAKLAD_03020	gene	76				
BCDAKLAD_03020	tRNA	76				tRNA-Val(tac)
BCDAKLAD_03021	gene	76				
BCDAKLAD_03021	tRNA	76				tRNA-Val(tac)
BCDAKLAD_03022	gene	76				
BCDAKLAD_03022	tRNA	76				tRNA-Lys(ttt)
BCDAKLAD_03023	gene	927	cynR_4			
BCDAKLAD_03023	CDS	927	cynR_4			HTH-type transcriptional regulator CynR
BCDAKLAD_03024	gene	999				
BCDAKLAD_03024	CDS	999				hypothetical protein
BCDAKLAD_03025	gene	219				
BCDAKLAD_03025	CDS	219				hypothetical protein
BCDAKLAD_03026	gene	2016	ligA			
BCDAKLAD_03026	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
BCDAKLAD_03027	gene	1062	zipA			
BCDAKLAD_03027	CDS	1062	zipA		COG3115	Cell division protein ZipA
BCDAKLAD_03028	gene	762	cysZ			
BCDAKLAD_03028	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
BCDAKLAD_03029	gene	972	cysK			
BCDAKLAD_03029	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
BCDAKLAD_03030	gene	258	ptsH			
BCDAKLAD_03030	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
BCDAKLAD_03031	gene	1728	ptsI			
BCDAKLAD_03031	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
BCDAKLAD_03032	gene	510	crr			
BCDAKLAD_03032	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
BCDAKLAD_03033	gene	240				
BCDAKLAD_03033	CDS	240				hypothetical protein
BCDAKLAD_03034	gene	867	pdxK			
BCDAKLAD_03034	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
BCDAKLAD_03035	gene	1299	ptsJ			
BCDAKLAD_03035	CDS	1299	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
BCDAKLAD_03036	gene	396	yybH			
BCDAKLAD_03036	CDS	396	yybH		COG4319	putative protein YybH
BCDAKLAD_03037	gene	912	cysM			
BCDAKLAD_03037	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
BCDAKLAD_03038	gene	1095	cysA			
BCDAKLAD_03038	CDS	1095	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
BCDAKLAD_03039	gene	876	cysW			
BCDAKLAD_03039	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
BCDAKLAD_03040	gene	834	cysT			
BCDAKLAD_03040	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
BCDAKLAD_03041	gene	1017	cysP			
BCDAKLAD_03041	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
BCDAKLAD_03042	gene	900	yfeX			
BCDAKLAD_03042	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
BCDAKLAD_03043	gene	576	yfeY			
BCDAKLAD_03043	CDS	576	yfeY			putative protein YfeY
BCDAKLAD_03044	gene	450	yfeZ			
BCDAKLAD_03044	CDS	450	yfeZ			Inner membrane protein YfeZ
BCDAKLAD_03045	gene	426	ypeA			
BCDAKLAD_03045	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
BCDAKLAD_03046	gene	873	amiA			
BCDAKLAD_03046	CDS	873	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
BCDAKLAD_03047	gene	900	hemF			
BCDAKLAD_03047	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
BCDAKLAD_03048	gene	1053				
BCDAKLAD_03048	CDS	1053				hypothetical protein
BCDAKLAD_03049	gene	486	eutK			
BCDAKLAD_03049	CDS	486	eutK		COG4577	Ethanolamine utilization protein EutK
BCDAKLAD_03050	gene	660	eutL			
BCDAKLAD_03050	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
BCDAKLAD_03051	gene	900	eutC_2			
BCDAKLAD_03051	CDS	900	eutC_2	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
BCDAKLAD_03052	gene	1362	eutB_2			
BCDAKLAD_03052	CDS	1362	eutB_2	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
BCDAKLAD_03053	gene	1404				
BCDAKLAD_03053	CDS	1404				hypothetical protein
BCDAKLAD_03054	gene	1233				
BCDAKLAD_03054	CDS	1233				hypothetical protein
BCDAKLAD_03055	gene	1188	mdh_1			
BCDAKLAD_03055	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
BCDAKLAD_03056	gene	840	ftsA_2			
BCDAKLAD_03056	CDS	840	ftsA_2			Cell division protein FtsA
BCDAKLAD_03057	gene	1404	proA_2			
BCDAKLAD_03057	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
BCDAKLAD_03058	gene	288	eutN			
BCDAKLAD_03058	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
BCDAKLAD_03059	gene	291	eutM			
BCDAKLAD_03059	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
BCDAKLAD_03060	gene	1017	eutD			
BCDAKLAD_03060	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
BCDAKLAD_03061	gene	807				
BCDAKLAD_03061	CDS	807				hypothetical protein
BCDAKLAD_03062	gene	690	eutQ			
BCDAKLAD_03062	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
BCDAKLAD_03063	gene	480				
BCDAKLAD_03063	CDS	480				hypothetical protein
BCDAKLAD_03064	gene	336	eutS			
BCDAKLAD_03064	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
BCDAKLAD_03065	gene	2280	maeB			
BCDAKLAD_03065	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
BCDAKLAD_03066	gene	957	talB_3			
BCDAKLAD_03066	CDS	957	talB_3	2.2.1.2	COG0176	Transaldolase B
BCDAKLAD_03067	gene	1995	tktB			
BCDAKLAD_03067	CDS	1995	tktB	2.2.1.1	COG0021	Transketolase 2
BCDAKLAD_03068	gene	1047				
BCDAKLAD_03068	CDS	1047				hypothetical protein
BCDAKLAD_03069	gene	597	nudK_2			
BCDAKLAD_03069	CDS	597	nudK_2	3.6.1.-		GDP-mannose pyrophosphatase NudK
BCDAKLAD_03070	gene	1983				
BCDAKLAD_03070	CDS	1983		1.18.1.2		Ferredoxin--NADP reductase
BCDAKLAD_03071	gene	3114	acrB_2			
BCDAKLAD_03071	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
BCDAKLAD_03072	gene	354	yffB			
BCDAKLAD_03072	CDS	354	yffB		COG1393	Protein YffB
BCDAKLAD_03073	gene	1128	dapE			
BCDAKLAD_03073	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
BCDAKLAD_03074	gene	204				
BCDAKLAD_03074	CDS	204				hypothetical protein
BCDAKLAD_03075	gene	696				
BCDAKLAD_03075	CDS	696				hypothetical protein
BCDAKLAD_03076	gene	2004	tmcA			
BCDAKLAD_03076	CDS	2004	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
BCDAKLAD_03077	gene	876				
BCDAKLAD_03077	CDS	876				hypothetical protein
BCDAKLAD_03078	gene	714	purC			
BCDAKLAD_03078	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BCDAKLAD_03079	gene	1035	bamC			
BCDAKLAD_03079	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
BCDAKLAD_03080	gene	879	dapA_2			
BCDAKLAD_03080	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BCDAKLAD_03081	gene	567	gcvR			
BCDAKLAD_03081	CDS	567	gcvR		COG2716	Glycine cleavage system transcriptional repressor
BCDAKLAD_03082	gene	471	bcp			
BCDAKLAD_03082	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
BCDAKLAD_03083	gene	1062				
BCDAKLAD_03083	CDS	1062				hypothetical protein
BCDAKLAD_03084	gene	1464	bepA_1			
BCDAKLAD_03084	CDS	1464	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
BCDAKLAD_03085	gene	360	yfgD			
BCDAKLAD_03085	CDS	360	yfgD		COG1393	putative protein YfgD
BCDAKLAD_03086	gene	912				
BCDAKLAD_03086	CDS	912				ISNCY family transposase ISSen7
BCDAKLAD_03087	gene	678	hda			
BCDAKLAD_03087	CDS	678	hda		COG0593	DnaA regulatory inactivator Hda
BCDAKLAD_03088	gene	1287	uraA			
BCDAKLAD_03088	CDS	1287	uraA		COG2233	Uracil permease
BCDAKLAD_03089	gene	627	upp			
BCDAKLAD_03089	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
BCDAKLAD_03090	gene	1434	bglA_2			
BCDAKLAD_03090	CDS	1434	bglA_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
BCDAKLAD_03091	gene	894	bglK			
BCDAKLAD_03091	CDS	894	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
BCDAKLAD_03092	gene	1038	purM			
BCDAKLAD_03092	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BCDAKLAD_03093	gene	642	purN			
BCDAKLAD_03093	CDS	642	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
BCDAKLAD_03094	gene	2061	ppk			
BCDAKLAD_03094	CDS	2061	ppk	2.7.4.1	COG0855	Polyphosphate kinase
BCDAKLAD_03095	gene	1533	ppx			
BCDAKLAD_03095	CDS	1533	ppx	3.6.1.11	COG0248	Exopolyphosphatase
BCDAKLAD_03096	gene	2229	pdeF			
BCDAKLAD_03096	CDS	2229	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
BCDAKLAD_03097	gene	174	yfgG			
BCDAKLAD_03097	CDS	174	yfgG			Protein YfgG
BCDAKLAD_03098	gene	888	yofA_2			
BCDAKLAD_03098	CDS	888	yofA_2		COG0583	HTH-type transcriptional regulator YofA
BCDAKLAD_03099	gene	1233				
BCDAKLAD_03099	CDS	1233				hypothetical protein
BCDAKLAD_03100	gene	1179	chuR			
BCDAKLAD_03100	CDS	1179	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
BCDAKLAD_03101	gene	1869				
BCDAKLAD_03101	CDS	1869		3.1.6.-	COG3119	Endo-4-O-sulfatase
BCDAKLAD_03102	gene	1578	guaA			
BCDAKLAD_03102	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
BCDAKLAD_03103	gene	1467	guaB			
BCDAKLAD_03103	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BCDAKLAD_03104	gene	1392	xseA			
BCDAKLAD_03104	CDS	1392	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
BCDAKLAD_03105	gene	219	yfgJ			
BCDAKLAD_03105	CDS	219	yfgJ			putative protein YfgJ
BCDAKLAD_03106	gene	1080				
BCDAKLAD_03106	CDS	1080				hypothetical protein
BCDAKLAD_03107	gene	1479	der			
BCDAKLAD_03107	CDS	1479	der		COG1160	GTPase Der
BCDAKLAD_03108	gene	1179	bamB			
BCDAKLAD_03108	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
BCDAKLAD_03109	gene	621				
BCDAKLAD_03109	CDS	621				hypothetical protein
BCDAKLAD_03110	gene	1275	hisS			
BCDAKLAD_03110	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
BCDAKLAD_03111	gene	1122	ispG			
BCDAKLAD_03111	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
BCDAKLAD_03112	gene	996	rodZ			
BCDAKLAD_03112	CDS	996	rodZ		COG1426	Cytoskeleton protein RodZ
BCDAKLAD_03113	gene	1167	rlmN			
BCDAKLAD_03113	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
BCDAKLAD_03114	gene	432	ndk			
BCDAKLAD_03114	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
BCDAKLAD_03115	gene	2325	pbpC			
BCDAKLAD_03115	CDS	2325	pbpC		COG4953	Penicillin-binding protein 1C
BCDAKLAD_03116	gene	4950	yfhM			
BCDAKLAD_03116	CDS	4950	yfhM		COG2373	Alpha-2-macroglobulin
BCDAKLAD_03117	gene	858	sseA			
BCDAKLAD_03117	CDS	858	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
BCDAKLAD_03118	gene	843				
BCDAKLAD_03118	CDS	843				hypothetical protein
BCDAKLAD_03119	gene	777				
BCDAKLAD_03119	CDS	777				hypothetical protein
BCDAKLAD_03120	gene	1287	pepB			
BCDAKLAD_03120	CDS	1287	pepB	3.4.11.23	COG0260	Peptidase B
BCDAKLAD_03121	gene	201	iscX			
BCDAKLAD_03121	CDS	201	iscX		COG2975	Protein IscX
BCDAKLAD_03122	gene	336	fdx			
BCDAKLAD_03122	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
BCDAKLAD_03123	gene	1851	hscA			
BCDAKLAD_03123	CDS	1851	hscA		COG0443	Chaperone protein HscA
BCDAKLAD_03124	gene	516	hscB			
BCDAKLAD_03124	CDS	516	hscB		COG1076	Co-chaperone protein HscB
BCDAKLAD_03125	gene	324	iscA			
BCDAKLAD_03125	CDS	324	iscA		COG0316	Iron-binding protein IscA
BCDAKLAD_03126	gene	387	iscU			
BCDAKLAD_03126	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
BCDAKLAD_03127	gene	1215	iscS			
BCDAKLAD_03127	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
BCDAKLAD_03128	gene	492	iscR			
BCDAKLAD_03128	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
BCDAKLAD_03129	gene	735	trmJ			
BCDAKLAD_03129	CDS	735	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
BCDAKLAD_03130	gene	804	suhB_2			
BCDAKLAD_03130	CDS	804	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
BCDAKLAD_03131	gene	837				
BCDAKLAD_03131	CDS	837				hypothetical protein
BCDAKLAD_03132	gene	981				
BCDAKLAD_03132	CDS	981				hypothetical protein
BCDAKLAD_03133	gene	639				
BCDAKLAD_03133	CDS	639				hypothetical protein
BCDAKLAD_03134	gene	1278				
BCDAKLAD_03134	CDS	1278				hypothetical protein
BCDAKLAD_03135	gene	1137	hcaT			
BCDAKLAD_03135	CDS	1137	hcaT			putative 3-phenylpropionic acid transporter
BCDAKLAD_03136	gene	834	yphB			
BCDAKLAD_03136	CDS	834	yphB		COG2017	putative protein YphB
BCDAKLAD_03137	gene	1437	xylE			
BCDAKLAD_03137	CDS	1437	xylE			D-xylose-proton symporter
BCDAKLAD_03138	gene	2514				
BCDAKLAD_03138	CDS	2514				hypothetical protein
BCDAKLAD_03139	gene	594				
BCDAKLAD_03139	CDS	594				hypothetical protein
BCDAKLAD_03140	gene	1197	nagC_2			
BCDAKLAD_03140	CDS	1197	nagC_2		COG1940	N-acetylglucosamine repressor
BCDAKLAD_03141	gene	468	yphA			
BCDAKLAD_03141	CDS	468	yphA		COG2259	Inner membrane protein YphA
BCDAKLAD_03142	gene	1254	glyA			
BCDAKLAD_03142	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
BCDAKLAD_03143	gene	1191	hmp			
BCDAKLAD_03143	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
BCDAKLAD_03144	gene	339	glnB			
BCDAKLAD_03144	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
BCDAKLAD_03145	gene	1338	qseF			
BCDAKLAD_03145	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
BCDAKLAD_03146	gene	687	qseG			
BCDAKLAD_03146	CDS	687	qseG			Quorum-sensing regulator protein G
BCDAKLAD_03147	gene	1431	qseE			
BCDAKLAD_03147	CDS	1431	qseE	2.7.13.3		Sensor histidine kinase QseE
BCDAKLAD_03148	gene	3888	purL			
BCDAKLAD_03148	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
BCDAKLAD_03149	gene	1617	mltF_1			
BCDAKLAD_03149	CDS	1617	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
BCDAKLAD_03150	gene	510	tadA			
BCDAKLAD_03150	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
BCDAKLAD_03151	gene	636	pgpC			
BCDAKLAD_03151	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
BCDAKLAD_03152	gene	849	murR			
BCDAKLAD_03152	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
BCDAKLAD_03153	gene	261	yfhL			
BCDAKLAD_03153	CDS	261	yfhL		COG1145	Ferredoxin YfhL
BCDAKLAD_03154	gene	381	acpS			
BCDAKLAD_03154	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
BCDAKLAD_03155	gene	732	pdxJ			
BCDAKLAD_03155	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
BCDAKLAD_03156	gene	738	recO			
BCDAKLAD_03156	CDS	738	recO		COG1381	DNA repair protein RecO
BCDAKLAD_03157	gene	906	era			
BCDAKLAD_03157	CDS	906	era		COG1159	GTPase Era
BCDAKLAD_03158	gene	681	rnc			
BCDAKLAD_03158	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
BCDAKLAD_03159	gene	975	lepB			
BCDAKLAD_03159	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
BCDAKLAD_03160	gene	1800	lepA			
BCDAKLAD_03160	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
BCDAKLAD_03161	gene	480	rseC			
BCDAKLAD_03161	CDS	480	rseC		COG3086	Protein RseC
BCDAKLAD_03162	gene	957	rseB			
BCDAKLAD_03162	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
BCDAKLAD_03163	gene	651	rseA			
BCDAKLAD_03163	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
BCDAKLAD_03164	gene	576	rpoE			
BCDAKLAD_03164	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
BCDAKLAD_03165	gene	1620	nadB			
BCDAKLAD_03165	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
BCDAKLAD_03166	gene	738	yfiC			
BCDAKLAD_03166	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
BCDAKLAD_03167	gene	1332	srmB			
BCDAKLAD_03167	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
BCDAKLAD_03168	gene	384	grcA			
BCDAKLAD_03168	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
BCDAKLAD_03169	gene	690	ung			
BCDAKLAD_03169	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
BCDAKLAD_03170	gene	1086	yfiF			
